2508
20140421080615,10.0.0.2,49452,10.0.0.1,5001,3,35.0-36.0,131072,1048576
20140421080617,10.0.0.2,49452,10.0.0.1,5001,3,36.0-37.0,393216,3145728
20140421080618,10.0.0.2,49452,10.0.0.1,5001,3,37.0-38.0,131072,1048576
20140421080620,10.0.0.2,49452,10.0.0.1,5001,3,38.0-39.0,393216,3145728
20140421080621,10.0.0.2,49452,10.0.0.1,5001,3,39.0-40.0,131072,1048576
20140421080621,10.0.0.2,49452,10.0.0.1,5001,3,40.0-41.0,131072,1048576
20140421080623,10.0.0.2,49452,10.0.0.1,5001,3,41.0-42.0,393216,3145728
20140421080623,10.0.0.2,49452,10.0.0.1,5001,3,42.0-43.0,131072,1048576
20140421080624,10.0.0.2,49452,10.0.0.1,5001,3,43.0-44.0,262144,2097152
20140421080625,10.0.0.2,49452,10.0.0.1,5001,3,44.0-45.0,262144,2097152
20140421080626,10.0.0.2,49452,10.0.0.1,5001,3,45.0-46.0,131072,1048576
20140421080627,10.0.0.2,49452,10.0.0.1,5001,3,46.0-47.0,262144,2097152
20140421080628,10.0.0.2,49452,10.0.0.1,5001,3,47.0-48.0,262144,2097152
20140421080629,10.0.0.2,49452,10.0.0.1,5001,3,48.0-49.0,131072,1048576
20140421080630,10.0.0.2,49452,10.0.0.1,5001,3,49.0-50.0,262144,2097152
20140421080631,10.0.0.2,49452,10.0.0.1,5001,3,50.0-51.0,262144,2097152
20140421080633,10.0.0.2,49452,10.0.0.1,5001,3,51.0-52.0,262144,2097152
20140421080633,10.0.0.2,49452,10.0.0.1,5001,3,52.0-53.0,131072,1048576
20140421080634,10.0.0.2,49452,10.0.0.1,5001,3,53.0-54.0,262144,2097152
20140421080636,10.0.0.2,49452,10.0.0.1,5001,3,54.0-55.0,262144,2097152
20140421080636,10.0.0.2,49452,10.0.0.1,5001,3,55.0-56.0,131072,1048576
20140421080636,10.0.0.2,49452,10.0.0.1,5001,3,56.0-57.0,131072,1048576
20140421080639,10.0.0.2,49452,10.0.0.1,5001,3,57.0-58.0,393216,3145728
20140421080639,10.0.0.2,49452,10.0.0.1,5001,3,58.0-59.0,131072,1048576
20140421080641,10.0.0.2,49452,10.0.0.1,5001,3,59.0-60.0,393216,3145728
20140421080642,10.0.0.2,49452,10.0.0.1,5001,3,60.0-61.0,131072,1048576
20140421080642,10.0.0.2,49452,10.0.0.1,5001,3,61.0-62.0,131072,1048576
20140421080644,10.0.0.2,49452,10.0.0.1,5001,3,62.0-63.0,393216,3145728
20140421080644,10.0.0.2,49452,10.0.0.1,5001,3,63.0-64.0,131072,1048576
20140421080645,10.0.0.2,49452,10.0.0.1,5001,3,64.0-65.0,131072,1048576
20140421080647,10.0.0.2,49452,10.0.0.1,5001,3,65.0-66.0,393216,3145728
20140421080648,10.0.0.2,49452,10.0.0.1,5001,3,66.0-67.0,131072,1048576
20140421080648,10.0.0.2,49452,10.0.0.1,5001,3,67.0-68.0,131072,1048576
20140421080648,10.0.0.2,49452,10.0.0.1,5001,3,68.0-69.0,131072,1048576
20140421080650,10.0.0.2,49452,10.0.0.1,5001,3,69.0-70.0,1441792,11534336
20140421080650,10.0.0.2,49452,10.0.0.1,5001,3,70.0-71.0,1310720,10485760
20140421080652,10.0.0.2,49452,10.0.0.1,5001,3,71.0-72.0,1441792,11534336
20140421080652,10.0.0.2,49452,10.0.0.1,5001,3,72.0-73.0,1310720,10485760
20140421080653,10.0.0.2,49452,10.0.0.1,5001,3,73.0-74.0,1441792,11534336
20140421080654,10.0.0.2,49452,10.0.0.1,5001,3,74.0-75.0,1310720,10485760
20140421080656,10.0.0.2,49452,10.0.0.1,5001,3,75.0-76.0,1572864,12582912
20140421080657,10.0.0.2,49452,10.0.0.1,5001,3,76.0-77.0,1441792,11534336
20140421080657,10.0.0.2,49452,10.0.0.1,5001,3,77.0-78.0,1310720,10485760
20140421080658,10.0.0.2,49452,10.0.0.1,5001,3,78.0-79.0,1441792,11534336
20140421080700,10.0.0.2,49452,10.0.0.1,5001,3,79.0-80.0,5505024,44040192
20140421080700,10.0.0.2,49452,10.0.0.1,5001,3,0.0-80.5,63176704,6280917
